Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	PhysicalDamageBase	PhysicalMagicBase	PoisonDamageBase	PoisonMagicBase	ColdDamageBase	ColdMagicBase	FireDamageBase	FireMagicBase	LightingDamageBase	LightingMagicBase	AuraSkillId	AuraSkillLevel	PasstSkillId	PasstSkillLevel																																																																																			
´Ì¿Í8	0	1	0				234				enemy125	0	0	0	0	0	30	30	33	12	18	13	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	680000	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10									3	3			0	50	0											0|0.5	0|0.6	0|0.5	0|0	0|0.5	5	5	5	5	5	180	100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
´Ì¿Í9	0	1	0				235				enemy126	0	0	0	0	0	36	27	36	10	19	13	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	740000	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10									3	3			0	50	0											0|0	0|0.5	0|0.5	0|0.6	0|0.5	5	5	5	5	5	180	100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
´Ì¿Í10	0	1	0				236				enemy127	0	0	0	0	0	36	36	42	13	18	14	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	770000	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10									3	3			0	50	0											0|0.5	0|0.5	0|0.6	0|0.5	0|0	5	5	5	5	5	180	100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
MÆt n¹ -Tö §oan	3	6	1								passerby334	0	0	0	0	0	19	19	18	16	16	8																																								400		700																						80		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
MÆt n¹ -Tö Vò	3	6	1								passerby335	0	0	0	0	0	24	28	16	16	16	8																																								400		700																						80		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Ng­êi ®¸nh trèng	3	6	1								passerby336	0	0	0	0	0	25	25																																												400		700																						80		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
MÆt n¹ - Cæ TruyÒn	0	5	5								passerby337	0	0	0	0	0	19	19	30	17	17	12	1	0|0	1	0|0	1	0|0	1	0|0			100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
MÆt n¹ - ¸o Dµi	0	5	5								passerby338	0	0	0	0	0	19	25	14	19	19	12	1	0|0	1	0|0	1	0|0	1	0|0			100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
§¸ 	3	6	1								passerby339	0	0	0	0	0	1	1														\script\npclevelscript\newnpc.lua	0	0	0	0	0	0	0	0																						0	100	0																						50		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Ph¸o Hoa	3	6	1								yanhua	0	0	0	0	0	23	23																																												400		700																						80	\settings\item\npcdroprate.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Minh chñ - H¾c §iÓu	3	6	1								passerby_wulin	0	0	0	0	0	23	23																																												0	100	0																						251		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Minh chñ - H¾c §iÓu	3	6	1								passerby_mengzhu	0	0	0	0	0	23	23																																												0	100	0																						136		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
B¸o tö ®Çu	0	5	0	2			250				enemy141	0	0	0	0	0	34	36	21	12	19	16	53	1|0	238	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	6	6	18	18	400	50	700	1	90	40	30	0	0	20	0	0	0	0|0	0|0.5	0|0.5	0|0.6	0|0.5	60	75	75	90	75	180	100	\settings\item\npcdroprate.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
§¹i Lùc ThÞ VÖ	0	5	0				131				enemy022	0	0	0	0	0	24	29	24	7	22	14	1	1|0.2	233	1|0.2	1	1|0.2	233	1|0.2		\script\npclevelscript\newnpc.lua	100	0	0	0	100	50000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	180	100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Th­êng Th¾ng ThÞ VÖ	0	5	0				130				enemy021	0	0	0	0	0	24	29	24	7	22	14	1	1|0.2	233	1|0.2	1	1|0.2	233	1|0.2		\script\npclevelscript\newnpc.lua	100	0	0	0	100	100000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	180	100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Kim C­¬ng ThÞ VÖ	0	5	0				126				enemy017	0	0	0	0	0	24	29	24	7	22	14	1	1|0.2	233	1|0.2	1	1|0.2	233	1|0.2		\script\npclevelscript\newnpc.lua	100	0	0	0	100	150000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	180	100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
MÆt n¹ KiÕm Phong	3	6	1								passerby_jianfeng	0	0	0	0	0	19	22	40	19	19	12																																								400		700																						80		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
MÆt n¹ V©n Hµ	3	6	1								passerby_yunxia	0	0	0	0	0	17	17	16	17	17	13																																								400		700																						80		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
»ô¿ËÄ®±±²ÝÔ­Boss	0	5	3	24							boss082	0	0	0	0	0	24	27	21	10	24	12	876	0|20	933	0|20	931	0|20	930	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	60000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	600	1	50	20	15	35	30	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	180	120	\settings\droprate\boss\newboss\huoke.ini	3	0|1728	0|3000	0|0	0|1500	0|0	0|3000	0|0	0|2200	0|0	0|3000	539	0|20	297	0|60																																																																																			
TiÓu Xu©n Ng­u	3	6	1	0							boss079	0	0	0	0	0	24	27	21	10	24	12	876	0|20	359	0|20	931	0|20	930	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	40000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	600	1	50	25	25	35	15	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	180	120		3	0|1728	0|3000	0|0	0|1500	0|0	0|3000	0|0	0|4400	0|0	0|3000	539	0|20	297	0|60																																																																																			
§¹i Xu©n Ng­u	3	6	1	0							boss080	0	0	0	0	0	24	27	21	10	24	12	876	0|20	302	0|20	931	0|20	930	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	30000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	600	1	50	25	25	35	15	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	180	120		3	0|1728	0|3000	0|0	0|1500	0|0	0|3000	0|0	0|4400	0|0	0|3000	539	0|20	297	0|60																																																																																			
Ng­u Ma V­¬ng	3	6	1	0							boss081	0	0	0	0	0	24	27	21	10	24	12	876	0|10	359	0|10	931	0|10	930	0|10		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	40000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	600	1	50	25	25	35	15	30	50	0	0	0|243	0|243	0|243	0|243	0|243	85	85	85	85	85	180	120		3	0|1728	0|3000	0|0	0|1500	0|0	0|3000	0|0	0|4400	0|0	0|3000	86	0|20	297	0|60																																																																																			
Ph¸o Hoa ThÊt TÞch	3	6	1								passerby_qixiyanhuo	0	0	0	0	0	23	23																																												400		700																						80	\settings\item\npcdroprate.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
¸c TÆc	0	5	0				249				enemy140	0	0	0	0	0	28	30	22	10	18	14	1	1|0.2	233	1|0.2	1	1|0.2	233	1|0.2		\script\npclevelscript\newnpc.lua	100	0	0	0	100	150000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	180	100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
B¸ch H­¬ng Léc	0	5	0								ani069	0	0	0	0	0	19	19	20	11	10	10	1	1|0.2	233	1|0.2	1	1|0.2	233	1|0.2		\script\npclevelscript\newnpc.lua	100	0	0	0	100	150000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	180	100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
B¹o Hïng	0	5	0				67				ani025	0	0	0	0	0	14	24	31	12	27	12	1	1|0.2	233	1|0.2	1	1|0.2	233	1|0.2		\script\npclevelscript\newnpc.lua	100	0	0	0	100	150000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	180	100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
ÖÐÇïµÆÁý_A	3	6	1								passerby_light_a	0	0	0	0	0	23	23																																												400		700																						80	\settings\item\npcdroprate.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
ÖÐÇïµÆÁý_B	3	6	1								passerby_light_b	0	0	0	0	0	23	23																																												400		700																						80	\settings\item\npcdroprate.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Š¬¶ð_A	3	6	1								passerby_henge_a	0	0	0	0	0	23	23																																												400		700																						80	\settings\item\npcdroprate.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Š¬¶ð_B	3	6	1								passerby_henge_b	0	0	0	0	0	23	23																																												400		700																						80	\settings\item\npcdroprate.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Š¬¶ð_C	3	6	1								passerby_henge_c	0	0	0	0	0	23	23																																												400		700																						80	\settings\item\npcdroprate.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
KiÕm T©m H¶i §­êng	3	6	2	0							obj_herb_001	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																						60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
HiÖp H­¬ng Th¶o	3	6	2	0							obj_herb_002	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																						60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
T×nh NghÜa Kim Lan	3	6	2	0							obj_herb_003	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																						60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Duyªn Tr­êng Thanh Liªn	3	6	2	0							obj_herb_004	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																						60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
TiÓu Chiªu	3	6	2	0			131				boss064	0	0	0	0	0	37	38	20	11	10	10																																								1800		2000																						115		3	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
M·nh An	0	5	0	0			114				enemy005	0	0	0	0	0	40	39	33	12	24	15	1001	0|20	628	0|20	628	0|20	628	0|20		\script\npclevelscript\makeboss.lua	0	0	0	0	100	0	0	60000	0|0	100	0	0	1000	100	0	0	600	100	0	0	0	100	0	0	0	6	12	18	18	700	50	800	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	720	100		18	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	16	0|22	547	0|60																																																																																			
M­u Kh¾c	0	5	0	0			198				enemy089	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\qianbaoku.lua	0	0	0	0	100	0	0	65000	0|500	100	0	0	3300	100	0	0	800	100	0	0	234	100	0	0	234	12	12	15	15	700	100	800	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	720	100		12	0|200	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60																																																																																			
Bå LÝ DiÔn	0	5	0	0			231				enemy122	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\qianbaoku.lua	0	0	0	0	100	0	0	65000	0|500	100	0	0	3300	100	0	0	800	100	0	0	234	100	0	0	234	12	12	15	15	700	100	800	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	720	100		12	0|200	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60																																																																																			
Ìì³Ø1²ã»ú¹Ø	0	5	0	0			114				enemy179	0	0	0	0	0	20	20	8	20	20	8	1000	0|20	1000	0|20	1000	0|20	1000	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	600000	0|10000	100	0	0	1000	100	0	0	2000	100	0	0	0	100	0	0	0	6	12	18	18	1200	50	1300	10	0	25	25	25	25	0	0	0	0	0|40	0|40	0|40	0|40	0|40	75	75	75	75	75	180	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	16	0|22	1008	0|20																																																																																			
SÜ Tr­ëng	0	5	0	0			112				enemy124	0	0	0	0	0	30	30	36	9	18	13	723	0|20	626	0|20	627	0|20	628	0|20		\script\npclevelscript\makeboss.lua	100	0	0	1000	100	0	0	60000	0|0	100	0	0	1000	100	0	0	800	100	0	0	0	100	0	0	0	6	12	18	18	700	50	800	1	50	25	25	25	25	30	50	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75	180	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
A Lý Hü	0	5	0	0			116				enemy144	0	0	0	0	0	18	45	40	9	21	14	627	0|20	627	0|20	627	0|20	627	0|20		\script\npclevelscript\makeboss.lua	100	0	0	1000	100	0	0	60000	0|0	100	0	0	1000	100	0	0	400	100	0	0	0	100	0	0	0	6	12	18	18	700	50	800	1	50	25	25	25	25	30	50	0	0	0|40	0|40	0|40	0|40	0|40	75	75	75	75	75	180	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Ngò Tr­ëng	0	5	0	0			114				enemy149	0	0	0	0	0	36	36	27	11	19	15	626	0|20	626	0|20	626	0|20	626	0|20		\script\npclevelscript\makeboss.lua	100	0	0	1000	100	0	0	60000	0|0	100	0	0	1000	100	0	0	400	100	0	0	0	100	0	0	0	6	12	18	18	700	50	800	1	50	25	25	25	25	30	50	0	0	0|40	0|40	0|40	0|40	0|40	75	75	75	75	75	180	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
SÜ Tèt	0	5	0	0			200				enemy141	0	0	0	0	0	34	36	21	12	19	16	628	0|20	628	0|20	628	0|20	628	0|20		\script\npclevelscript\makeboss.lua	100	0	0	1000	100	0	0	60000	0|0	100	0	0	1000	100	0	0	400	100	0	0	0	100	0	0	0	6	12	18	18	700	50	800	1	50	25	25	25	25	30	50	0	0	0|40	0|40	0|40	0|40	0|40	75	75	75	75	75	180	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Hoµng Nhan Qu¶ng D­¬ng	0	5	3	0							enemy221	0	0	0	0	0	19	19	20	11	10	10	876	0|20	1006	0|20	931	0|20	930	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	50000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	600	1	50	20	15	35	30	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	64800	120		3	0|1728	0|3000	0|0	0|1500	0|0	0|3000	0|0	0|2200	0|0	0|3000	539	0|20	297	0|60																																																																																			
Ìì³Ø1²ãÏÝÚå	0	5	0	0			114				enemy179	0	0	0	0	0	20	20	8	20	20	8	1000	0|20	1000	0|20	1000	0|20	1000	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	600000	0|10000	100	0	0	1000	100	0	0	2000	100	0	0	0	100	0	0	0	6	12	9	9	1200	50	1300	10	0	25	25	25	25	0	0	0	0	0|40	0|40	0|40	0|40	0|40	75	75	75	75	75	1	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|22	1005	0|20																																																																																			
Nguyªn §¶n	3	6	2	0							passerby_yuandan	0	0	0	0	0	1	1																																												800		1000																						160		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
KÕt Tinh Thñy	3	6	2	0							obj_jiejing_shui	0	0	0	0	0	8	8																																												800		1000																						60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Chu Qu©n	3	6	0	0							enemy047	0	0	0	0	0	33	33																																																																				100																																																																																																			
§­êng Vò	3	6	0	0							enemy058	0	0	0	0	0	25	24																																																																				100																																																																																																			
V­¬ng Binh	3	6	0	0							enemy063	0	0	0	0	0	24	32																																																																				100																																																																																																			
Vu KhiÕt	3	6	0	0							passerby296	0	0	0	0	0	64	64	64	64	64	64																																																																100																																																																																																			
Tr­¬ng Chiªu	3	6	0	0							enemy047x	0	0	0	0	0	0	0	0	0	0	0																																																																100																																																																																																			
§æng ChÝ	3	6	0	0							enemy052	0	0	0	0	0	33	38																																																																				100																																																																																																			
TiÓu Chu Chu.	3	6	0	0							enemy115	0	0	0	0	0	30	33																																																																				100																																																																																																			
LiÔu D­îc S­	3	6	0	0							enemy045	0	0	0	0	0	20	45																																																																				100																																																																																																			
Ngäc Long Hé KiÕm Sø	3	6	0	0							enemy052	0	0	0	0	0	33	38	0	0	0	0																																																																100																																																																																																			
Bia §¸ ( Më sù kiÖn )	3	6	2	0							passerby297	0	0	0	0	0	1	1	1	1	1	1																																																																90																																																																																																			
Bia §¸ ( V¹n Hoa Tr× )	3	6	2	0							passerby297	0	0	0	0	0	1	1	1	1	1	1																																																																90																																																																																																			
Long Cöu Thiªn	0	5	0	0							passerby347	0	0	0	0	0							1045	0|30	361	0|60	1046	0|30	930	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	25000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	1200	1	50	25	25	35	15	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	0	120		6	0|500	0|500	0|0	0|500	0|0	0|500	0|0	0|500	0|0	0|500	539	0|20	297	0|60																																																																																			
Ph­îng Lung Linh	0	5	0	0							boss084	0	0	0	0	0							8	1|0	8	1|0	8	1|0	8	1|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|0	100	0	0	0	100	0	0	1800	100	0	0	0	100	0	0	0	0	0			800	100	1000	1	50	25	25	25	25	30	50	0	0	75|0	75|0	75|0	75|0	75|0	75	75	75	75	75	1	100		10	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	314	0|20	309	0|1																																																																																			
Long M¹ch Töu	3	6	2	0							passerby283	0	0	0	0	0	1	1																																																																				80																																																																																																			
Ngäc Long Hé Ph¸p	0	5	0	0							enemy052	0	0	0	0	0	33	38	0	0	0	0																																																																100																																																																																																			
Ngäc Long Nam §Ö Tö	0	5	0	0							enemy015	0	0	0	0	0	23	36	26	19	19	14	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\jianzhongmigong.lua	100	0	0	0	100	0	0	800000	0|500	100	0	0	3300	100	0	0	800	100	0	0	234	100	0	0	234	12	12	15	15	500	100	600	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	0	100		18	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60																																																																																			
Ngäc Long N÷ §Ö Tö	0	5	0	0							enemy064	0	0	0	0	0	24	26	0	0	0	0	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\jianzhongmigong.lua	100	0	0	0	100	0	0	600000	0|500	100	0	0	3300	100	0	0	800	100	0	0	234	100	0	0	234	12	12	15	15	500	100	600	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	0	100		18	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60																																																																																			
Ngò Th¸i Long Thï	0	5	0	0							ani066	0	0	0	0	0	30	30	30	6	6	12	353	0|30	355	0|30	931	0|20	1025	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	12000000	0|500	100	0	0	6000	100	0	0	800	100	0	0	234	100	0	0	234	12	12	15	15	1000	100	1200	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	0	100		9	0|200	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	69	0|20	547	0|60																																																																																			
Mµng NhÖn Ngµn N¨m	0	5	0	0							passerby342	0	0	0	0	0								0|20		0|20		0|20		0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	2000000	0|1000	100	0	0	800	100	0	0	1400	100	0	0	0	100	0	0	0	6	6	1	1	50	100	50	10	0	25	25	25	25	0	0	0	0	0|75	0|75	0|75	0|75	0|75	95	95	95	95	95	0	100		1	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	539	0|20	297	0|30																																																																																			
¹Å¾øÉ±£¨ÊÂ¼þ6£©	0	5	0	0							enemy023	0	0	0	0	0	32	55	38	14	31	12	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\qianbaoku.lua	100	0	0	0	100	0	0	16000000	0|0	100	0	0	6000	100	0	0	800	100	0	0	234	100	0	0	234	12	12	15	15	1000	100	1200	10	0	25	25	25	25	0	0	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	0	100		9	0|200	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	1029	0|10	547	0|60																																																																																			
TuyÖt S¸t sè 1	0	5	0	0							enemy079	0	0	0	0	0	30	35	24	24	10	10	1017	0|20	1017	0|20	1017	0|20	1017	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	60000	0|10000	100	0	0	1000	100	0	0	2000	100	0	0	0	100	0	0	0	6	12	90	90	1200	50	1300	10	0	25	25	25	25	0	0	0	0	0|40	0|40	0|40	0|40	0|40	75	75	75	75	75	180	100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|22	1008	0|20																																																																																			
TuyÖt S¸t sè 2	0	5	0	0							enemy079	0	0	0	0	0	30	35	24	24	10	10	1017	0|20	1017	0|20	1017	0|20	1017	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	60000	0|10000	100	0	0	1000	100	0	0	2000	100	0	0	0	100	0	0	0	6	12	90	90	1200	50	1300	10	0	25	25	25	25	0	0	0	0	0|40	0|40	0|40	0|40	0|40	75	75	75	75	75	180	100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|22	1008	0|20																																																																																			
